Geneid,Symbol,Caudate_TWAS.Z,Caudate_FDR,Caudate_GWAS.SNP,DLPFC_TWAS.Z,DLPFC_FDR,DLPFC_GWAS.SNP,HIPPO_TWAS.Z,HIPPO_FDR,HIPPO_GWAS.SNP
ENSG00000088832,FKBP1A,,,,-1.5196,0.405724612736661,Other,,,
ENSG00000088876,ZNF343,,,,-0.5887,0.814535542490647,Other,0.67995,0.774821246569973,Other
ENSG00000089486,CDIP1,,,,3.10332,0.0309781656804734,Other,,,
ENSG00000091409,ITGA6,,,,0.049212,0.986924316223305,Other,,,
ENSG00000099999,RNF215,,,,3.3896,0.0151675889328063,Other,,,
ENSG00000100372,SLC25A17,,,,-3.3167,0.0176001052631579,Risk SNP,,,
ENSG00000100380,ST13,,,,-2.2379,0.164069358669834,Risk SNP,,,
ENSG00000100403,ZC3H7B,,,,3.6313,0.0076530891089108,Risk SNP,,,
ENSG00000100731,PCNX1,,,,-4.3139,0.0009533913043478,Other,,,
ENSG00000100983,GSS,,,,2.9133,0.0486986600496278,Other,,,
ENSG00000101166,PRELID3B,,,,0.0762,0.977144646924829,Other,0.85593,0.70161296129613,Other
ENSG00000101365,IDH3B,,,,-3.3692,0.0158368888888889,Other,-2.76468,0.0678709580838323,Other
ENSG00000101442,ACTR5,,,,4.5972,0.00036660875,Risk SNP,,,
ENSG00000103018,CYB5B,,,,-0.79696,0.715336198956095,Other,,,
ENSG00000103047,TANGO6,,,,-1.52137,0.404668973471742,Other,1.41993,0.460930163447251,Other
ENSG00000103056,SMPD3,,,,0.11387,0.965911610777282,Risk SNP,,,
ENSG00000103064,SLC7A6,,,,-1.97706,0.239214545454546,Risk SNP,,,
ENSG00000103942,HOMER2,,,,-0.84419,0.703996781461217,Risk SNP,,,
ENSG00000104219,ZDHHC2,,,,-4.2596,0.00112381,Other,-2.48282,0.115662192393736,Other
ENSG00000104388,RAB2A,,,,4.1424,0.0016446,Risk SNP,,,
ENSG00000104408,EIF3E,,,,-2.9106,0.0488642469135803,Other,-1.32708,0.498140231449966,Other
ENSG00000104804,TULP2,,,,1.557679,0.390633532934132,Other,,,
ENSG00000104863,LIN7B,,,,1.879667,0.271618436213992,Risk SNP,,,
ENSG00000104973,MED25,,,,-0.802412,0.714234022846558,Risk SNP,,,
ENSG00000105443,CYTH2,,,,0.812051,0.712302144855455,Other,,,
ENSG00000107104,KANK1,,,,0.295,0.911885640025991,Other,,,
ENSG00000107625,DDX50,,,,-1.3128,0.5059072265625,Other,,,
ENSG00000107669,ATE1,,,,-1.7121,0.329374309392265,Other,-1.43941,0.452617602427921,Other
ENSG00000107779,BMPR1A,,,,0.7984,0.715336198956095,Other,0.96222,0.656967551622419,Other
ENSG00000108384,RAD51C,,,,-4.30975,0.0009608236559139,Other,-4.3085,0.0010352825396825,Other
ENSG00000108439,PNPO,,,,1.9079,0.2622633361558,Other,2.6225,0.0897137209302326,Other
ENSG00000108515,ENO3,,,,-2.04573,0.21673023255814,Other,,,
ENSG00000108561,C1QBP,,,,1.33752,0.494144422310757,Other,,,
ENSG00000108591,DRG2,,,,-0.40375,0.878862351016593,Risk SNP,,,
ENSG00000108666,C17orf75,,,,0.69793,0.760953062392673,Other,,,
ENSG00000108883,EFTUD2,,,,-0.70803,0.756519158743878,Other,,,
ENSG00000108960,MMD,,,,-3.29435,0.0185157346938775,Other,-2.8023,0.0632081191222571,Other
ENSG00000108963,DPH1,,,,-0.22267,0.933274865868758,Risk SNP,-0.9722,0.6507103311913,Risk SNP
ENSG00000109738,GLRB,,,,-0.77144,0.726749020789394,Other,,,
ENSG00000109944,C11orf63,,,,3.22448,0.0222100321543408,Other,2.189077,0.179687519747235,Other
ENSG00000110700,RPS13,,,,-0.38813,0.884520573277855,Other,,,
ENSG00000111404,RERGL,,,,3.31555,0.0176001052631579,Other,3.28798,0.0229183050847458,Other
ENSG00000112394,SLC16A10,,,,3.436771,0.0131256016260163,Other,,,
ENSG00000112796,ENPP5,,,,-0.615576,0.802098449823225,Other,,,
ENSG00000112855,HARS2,,,,3.5908,0.0086557894736842,Other,,,
ENSG00000113141,IK,,,,4.5436,0.000433078,Other,4.09749,0.0021312641025641,Other
ENSG00000113209,PCDHB5,,,,-3.7242,0.005685037037037,Other,-4.29727,0.0010750328125,Other
ENSG00000113248,PCDHB15,,,,1.9205,0.25855824742268,Other,,,
ENSG00000113441,LNPEP,,,,1.6475,0.35208734746307,Other,,,
ENSG00000114520,SNX4,,,,2.8909,0.0513436097560976,Other,0.2788,0.928440966010733,Other
ENSG00000114735,HEMK1,,,,-1.51664,0.405724612736661,Other,,,
ENSG00000115762,PLEKHB2,,,,-3.511281,0.0105386724137931,Other,,,
ENSG00000115839,RAB3GAP1,,,,0.722971,0.750740093240093,Other,,,
ENSG00000115840,SLC25A12,,,,4.110579,0.0018044916666666,Other,,,
ENSG00000116005,PCYOX1,,,,0.816792,0.711680150517404,Other,-0.65107,0.785655436447167,Other
ENSG00000116489,CAPZA1,,,,0.924,0.672463718037319,Other,,,
ENSG00000116981,NT5C1A,,,,1.31,0.508529383195726,Other,,,
ENSG00000117395,EBNA1BP2,,,,0.195,0.941331030278399,Risk SNP,,,
ENSG00000117399,CDC20,,,,3.84,0.0041367239263803,Risk SNP,3.62346,0.0101974358974359,Risk SNP
ENSG00000119383,PTPA,,,,-4.1767,0.0014488142857142,Other,,,
ENSG00000119599,DCAF4,,,,1.254,0.530027624309392,Other,0.05154,0.989093101659751,Other
ENSG00000119673,ACOT2,,,,-0.6253,0.798334972677596,Other,-0.54713,0.829427807486631,Other
ENSG00000120314,WDR55,,,,4.6257,0.0003298041935483,Other,,,
ENSG00000120324,PCDHB10,,,,2.3625,0.134827567567568,Other,3.04634,0.0387673949579832,Other
ENSG00000121542,SEC22A,,,,1.27799,0.520000943841435,Other,1.10881,0.589185185185185,Other
ENSG00000122687,MRM2,,,,-3.45957,0.0122552148760331,Risk SNP,-4.3267,0.0009844704918032,Risk SNP
ENSG00000122970,IFT81,,,,1.57696,0.381385359951603,Risk SNP,,,
ENSG00000123384,LRP1,,,,0.71695,0.752026102088167,Risk SNP,,,
ENSG00000123453,SARDH,,,,0.6012,0.809740161725068,Other,-0.9688,0.653350271336951,Other
ENSG00000124019,FAM124B,,,,2.834154,0.0579705747126437,Risk SNP,3.39731,0.01805558,Risk SNP
ENSG00000124198,ARFGEF2,,,,1.0629,0.615282930631333,Other,0.79512,0.723553046442267,Other
ENSG00000124201,ZNFX1,,,,-2.3451,0.138877333333333,Other,,,
ENSG00000124214,STAU1,,,,-3.7961,0.004712596491228,Other,,,
ENSG00000124224,PPP4R1L,,,,0.1735,0.948617664730623,Other,,,
ENSG00000124226,RNF114,,,,-1.9649,0.243316082659479,Other,,,
ENSG00000125503,PPP1R12C,,,,0.174372,0.948617664730623,Other,,,
ENSG00000125775,SDCBP2,,,,2.1277,0.192704092339979,Other,4.3107,0.0010352825396825,Other
ENSG00000127124,HIVEP3,,,,-0.888,0.684563606010017,Other,,,
ENSG00000127483,HP1BP3,,,,-3.56,0.0093692363636363,Other,-1.1175,0.585897321428571,Other
ENSG00000128285,MCHR1,,,,-4.2505,0.0011336563106796,Risk SNP,-3.2658,0.0236881420765027,Risk SNP
ENSG00000128487,SPECC1,,,,1.91378,0.26073498716852,Other,,,
ENSG00000128590,DNAJB9,,,,-4.03773,0.002266992481203,Other,,,
ENSG00000128708,HAT1,,,,-3.37192,0.0157898532818533,Other,,,
ENSG00000128923,FAM63B,,,,-2.40968,0.124237960339943,Other,-0.8232,0.713597374179431,Other
ENSG00000129990,SYT5,,,,0.907214,0.678954746512419,Other,,,
ENSG00000130702,LAMA5,,,,-2.8854,0.0519068599033816,Other,,,
ENSG00000130725,UBE2M,,,,0.450005,0.864255432158378,Other,,,
ENSG00000131067,GGT7,,,,1.2175,0.544052514463729,Other,,,
ENSG00000131097,HIGD1B,,,,0.08951,0.973576371630663,Other,,,
ENSG00000131238,PPT1,,,,-1.74,0.322194579172611,Other,-0.97965,0.64700447761194,Other
ENSG00000131495,NDUFA2,,,,-3.7918,0.0047531791907514,Other,,,
ENSG00000131966,ACTR10,,,,-3.8746,0.0037361401273885,Other,,,
ENSG00000132388,UBE2G1,,,,-3.91321,0.0033294013333333,Other,,,
ENSG00000132406,TMEM128,,,,0.00353,0.9986395030148,Other,0.539603,0.833316613304874,Other
ENSG00000132676,DAP3,,,,2.57,0.0942940978077572,Other,,,
ENSG00000132768,DPH2,,,,-0.361,0.891927486970315,Risk SNP,,,
ENSG00000134245,WNT2B,,,,-3.03,0.0375084210526316,Other,,,
ENSG00000134255,CEPT1,,,,1.86,0.276948361310951,Other,,,
ENSG00000135315,CEP162,,,,2.375157,0.131238030095759,Risk SNP,,,
ENSG00000135631,RAB11FIP5,,,,2.437287,0.1189642228739,Risk SNP,,,
ENSG00000135632,SMYD5,,,,0.577222,0.818899973607812,Risk SNP,,,
ENSG00000136213,CHST12,,,,0.31454,0.904259802847755,Risk SNP,,,
ENSG00000136448,NMT1,,,,3.32999,0.0172123010752688,Other,,,
ENSG00000136811,ODF2,,,,-0.6181,0.802098449823225,Other,,,
ENSG00000137842,TMEM62,,,,3.26755,0.0198676510067114,Other,2.20753,0.177475244299674,Other
ENSG00000138018,EPT1,,,,1.412469,0.460966471527408,Other,,,
ENSG00000138028,CGREF1,,,,-3.867242,0.0038031375,Other,-0.75485,0.738,Other
ENSG00000138138,ATAD1,,,,-2.9942,0.0408550135501355,Other,-3.05846,0.0382205194805195,Other
ENSG00000138162,TACC2,,,,1.2529,0.530027624309392,Other,,,
ENSG00000138760,SCARB2,,,,0.02289,0.993416497508765,Other,-0.775888,0.729755341432761,Other
ENSG00000138768,USO1,,,,-0.76148,0.732466147393649,Other,,,
ENSG00000139287,TPH2,,,,-2.16574,0.181139149400218,Other,,,
ENSG00000139436,GIT2,,,,-3.21774,0.0225935463258786,Risk SNP,,,
ENSG00000139971,C14orf37,,,,-2.103,0.198785495403473,Other,-1.83055,0.293686153846154,Other
ENSG00000140718,FTO,,,,-1.2574,0.528964912280702,Other,,,
ENSG00000140839,CLEC18B,,,,3.75068,0.005243652173913,Other,3.39038,0.0181434379084967,Other
ENSG00000141034,GID4,,,,3.93654,0.0030632527027027,Risk SNP,,,
ENSG00000142534,RPS11,,,,3.061682,0.0344582857142857,Risk SNP,,,
ENSG00000143079,CTTNBP2NL,,,,-2.78,0.0644375438596491,Other,,,
ENSG00000143119,CD53,,,,-2.67,0.0803323846153846,Other,,,
ENSG00000143318,CASQ1,,,,-3.37,0.0159457414448669,Other,,,
ENSG00000143434,SEMA6C,,,,-2.89,0.0513351100244499,Other,,,
ENSG00000143612,C1orf43,,,,-2.83,0.0587088329519451,Other,,,
ENSG00000143614,GATAD2B,,,,1.55,0.394834523809524,Other,,,
ENSG00000143748,NVL,,,,-0.203,0.939547992663542,Other,1.71988,0.331158754863813,Other
ENSG00000144028,SNRNP200,,,,-0.018759,0.994432780847145,Other,-1.02277,0.627947368421053,Other
ENSG00000144381,HSPD1,,,,-4.543915,0.000433078,Risk SNP,,,
ENSG00000145431,PDGFC,,,,2.81169,0.0609934234234234,Other,,,
ENSG00000145692,BHMT,,,,3.1971,0.0241904126984127,Other,1.51984,0.419650974025974,Other
ENSG00000145730,PAM,,,,3.0084,0.0392851771117166,Other,,,
ENSG00000146007,ZMAT2,,,,4.8859,0.0001210608333333,Other,,,
ENSG00000146242,TPBG,,,,1.190698,0.557976511526751,Other,,,
ENSG00000147535,PLPP5,,,,-4.7529,0.0001967646428571,Risk SNP,,,
ENSG00000148297,MED22,,,,-0.8121,0.712302144855455,Other,,,
ENSG00000148482,SLC39A12,,,,1.0289,0.630544078698449,Risk SNP,,,
ENSG00000149262,INTS4,,,,-0.26488,0.921041206457094,Other,,,
ENSG00000149679,CABLES2,,,,-1.5528,0.392974910394265,Other,,,
ENSG00000151834,GABRA2,,,,0.53697,0.830861239119304,Other,2.566099,0.099425,Other
ENSG00000152061,RABGAP1L,,,,-3.52,0.0102186403508772,Other,,,
ENSG00000152117,,,,,2.404629,0.124906329113924,Other,2.32729,0.148763721804511,Other
ENSG00000153558,FBXL2,,,,3.87477,0.0037361401273885,Other,,,
ENSG00000155324,GRAMD3,,,,-1.7303,0.323426393789697,Other,,,
ENSG00000155363,MOV10,,,,-4.12,0.0017886186440678,Other,,,
ENSG00000155367,PPM1J,,,,-2.27,0.15585414091471,Other,,,
ENSG00000155530,LRGUK,,,,2.93208,0.0473701025641026,Other,3.1342,0.0328867307692308,Other
ENSG00000155816,FMN2,,,,-3.57,0.009111287037037,Other,,,
ENSG00000155846,PPARGC1B,,,,1.692,0.336868157181572,Other,-0.66667,0.780865085536548,Other
ENSG00000156219,ART3,,,,-0.92676,0.672195358503637,Other,-0.11891,0.969346889307838,Other
ENSG00000156232,WHAMM,,,,-0.3383,0.89778743315508,Risk SNP,,,
ENSG00000156261,CCT8,,,,0.7342,0.74629991179065,Other,-0.5845,0.814039912120103,Other
ENSG00000156502,SUPV3L1,,,,-0.3838,0.88627352398524,Other,,,
ENSG00000156510,HKDC1,,,,-1.2921,0.516324843825084,Other,,,
ENSG00000156515,HK1,,,,0.959,0.659166133048737,Other,,,
ENSG00000157045,NTAN1,,,,-2.49319,0.1087834375,Other,,,
ENSG00000157450,RNF111,,,,-3.59761,0.0085010724637681,Other,0.19151,0.951119154929577,Other
ENSG00000157680,DGKI,,,,3.80434,0.0046335952380952,Risk SNP,,,
ENSG00000158062,UBXN11,,,,-1.04,0.626753048780488,Other,-0.82683,0.711985958753839,Other
ENSG00000158470,B4GALT5,,,,-1.0554,0.616645535369153,Other,,,
ENSG00000158828,PINK1,,,,1.73,0.322768323863636,Other,,,
ENSG00000159111,MRPL10,,,,-0.41145,0.876811444652908,Other,0.1545,0.958721550302364,Other
ENSG00000159199,ATP5G1,,,,4.39479,0.0007075604651162,Other,,,
ENSG00000159314,ARHGAP27,,,,-2.09762,0.200003861788618,Other,,,
ENSG00000159479,MED8,,,,-4.9,0.0001153656444444,Risk SNP,,,
ENSG00000160679,CHTOP,,,,-1.53,0.403936842105263,Other,-2.55264,0.102539518072289,Other
ENSG00000161040,FBXL13,,,,-0.36127,0.891927486970315,Other,,,
ENSG00000161980,POLR3K,,,,-0.16568,0.949965262527451,Other,-0.47618,0.858393949694086,Other
ENSG00000162517,PEF1,,,,-0.165,0.950300817873529,Other,,,
ENSG00000162545,CAMK2N1,,,,2.18,0.177073451327434,Other,,,
ENSG00000162944,RFTN2,,,,-0.673557,0.774529610829103,Risk SNP,,,
ENSG00000163131,CTSS,,,,4.42,0.000648593253012,Other,4.24648,0.0012808279411764,Other
ENSG00000163285,GABRG1,,,,-2.97792,0.0421692307692308,Other,,,
ENSG00000163288,GABRB1,,,,2.61072,0.0878675177304964,Other,,,
ENSG00000163482,STK36,,,,-2.233203,0.164073943661972,Other,,,
ENSG00000163584,RPL22L1,,,,3.1221,0.0294555223880597,Other,,,
ENSG00000163803,PLB1,,,,1.243728,0.534463781321184,Other,1.40435,0.466168498168498,Other
ENSG00000164048,ZNF589,,,,-2.51571,0.104880707395498,Other,,,
ENSG00000164049,FBXW12,,,,-0.90834,0.678954746512419,Other,-0.81565,0.715911627001298,Other
ENSG00000164241,C5orf63,,,,3.4983,0.010964,Other,4.0343,0.002625778313253,Other
ENSG00000164284,GRPEL2,,,,-2.8126,0.0608973303167421,Other,,,
ENSG00000164576,SAP30L,,,,-4.2762,0.0010964,Other,,,
ENSG00000164647,STEAP1,,,,1.22237,0.542578689255462,Other,,,
ENSG00000165912,PACSIN3,,,,4.85912,0.0001300631372549,Risk SNP,,,
ENSG00000165943,MOAP1,,,,1.6862,0.339344302090357,Other,,,
ENSG00000165997,ARL5B,,,,3.7644,0.0050860777777777,Risk SNP,,,
ENSG00000166411,IDH3A,,,,1.53227,0.402142018779343,Risk SNP,1.84605,0.288066183035714,Risk SNP
ENSG00000166426,CRABP1,,,,0.68021,0.769839184597962,Risk SNP,,,
ENSG00000166881,NEMP1,,,,4.24455,0.0011543826923076,Risk SNP,,,
ENSG00000166887,VPS39,,,,2.92814,0.0474829797979798,Other,2.59189,0.0960521012658228,Other
ENSG00000166888,STAT6,,,,3.79589,0.004712596491228,Risk SNP,,,
ENSG00000166971,AKTIP,,,,-0.55526,0.826367612600885,Other,,,
ENSG00000167065,DUSP18,,,,-2.0363,0.219595965417867,Other,-0.438,0.869598742970559,Other
ENSG00000167123,CERCAM,,,,0.4452,0.86509309598268,Other,,,
ENSG00000167549,CORO6,,,,-2.94987,0.045635497382199,Other,-2.2185,0.17594407345576,Other
ENSG00000168268,NT5DC2,,,,3.81273,0.0045517212121212,Risk SNP,,,
ENSG00000168653,NDUFS5,,,,-0.383,0.886719815668203,Other,-0.3069,0.922537591687042,Other
ENSG00000168824,,,,,-3.15815,0.0269024074074074,Other,-1.185397,0.555696862048549,Other
ENSG00000168826,ZBTB49,,,,-0.80315,0.714234022846558,Other,,,
ENSG00000169087,HSPBAP1,,,,1.65902,0.348365314136126,Other,-1.1761,0.560140845070423,Other
ENSG00000169442,CD52,,,,0.934,0.668536585365854,Other,1.46361,0.440519752130132,Other
ENSG00000170703,TTLL6,,,,-0.34188,0.896920876173447,Other,-2.2618,0.165941725352113,Other
ENSG00000171097,KYAT1,,,,0.1015,0.969146810146042,Other,-1.0798,0.602902003248511,Other
ENSG00000171793,CTPS1,,,,3.33,0.0172123010752688,Other,,,
ENSG00000171962,DRC3,,,,2.60172,0.0890945008756568,Risk SNP,,,
ENSG00000172113,NME6,,,,2.56036,0.0962558528428094,Other,2.63479,0.0872040104166667,Other
ENSG00000172339,ALG14,,,,-2.06,0.210431102362205,Risk SNP,,,
ENSG00000172426,RSPH9,,,,-1.101447,0.597835814889336,Other,,,
ENSG00000172638,EFEMP2,,,,-0.3198,0.903414301430143,Risk SNP,1.319164,0.501144878706199,Risk SNP
ENSG00000173272,MZT2A,,,,1.19151,0.557532082060236,Other,0.75887,0.73776231884058,Other
ENSG00000173926,MARCH3,,,,-4.0341,0.002266992481203,Other,-2.59037,0.0963116919191919,Other
ENSG00000173930,SLCO4C1,,,,-4.5152,0.0004689332432432,Other,-1.05002,0.617806740389679,Other
ENSG00000174529,TMEM81,,,,2.93,0.0474829797979798,Other,2.49708,0.113758581235698,Other
ENSG00000174951,FUT1,,,,2.386184,0.128720994475138,Other,,,
ENSG00000174963,ZIC4,,,,-3.12286,0.0294555223880597,Other,,,
ENSG00000175334,BANF1,,,,-0.18072,0.946810560257961,Risk SNP,,,
ENSG00000175806,MSRA,,,,-3.0839,0.0324153043478261,Risk SNP,,,
ENSG00000175826,CTDNEP1,,,,2.3796,0.130094101508916,Other,,,
ENSG00000176054,RPL23P2,,,,-1.3209,0.503009813542689,Other,1.245,0.532433060967945,Other
ENSG00000176293,ZNF135,,,,-2.074907,0.206662698412698,Other,-1.839761,0.290118181818182,Other
ENSG00000176485,PLA2G16,,,,-0.74189,0.742607512570246,Other,,,
ENSG00000176658,MYO1D,,,,0.93706,0.668256374432414,Other,,,
ENSG00000176909,MAMSTR,,,,3.325493,0.0172878785714286,Other,,,
ENSG00000176956,LY6H,,,,4.0603,0.002148944,Other,,,
ENSG00000177156,TALDO1,,,,1.48482,0.422870877585243,Other,,,
ENSG00000177225,PDDC1,,,,-1.36547,0.482550665301945,Other,,,
ENSG00000177335,C8orf31,,,,0.4447,0.866203463203463,Other,-0.4143,0.879890192245031,Other
ENSG00000177595,PIDD1,,,,-0.26202,0.921598136777472,Other,,,
ENSG00000177807,KCNJ10,,,,0.224,0.933274865868758,Other,,,
ENSG00000177839,PCDHB9,,,,1.7845,0.305331784107946,Other,2.46409,0.119747032967033,Other
ENSG00000179242,CDH4,,,,-0.1827,0.946087096774194,Other,-0.53005,0.837559010600707,Other
ENSG00000181830,SLC35C1,,,,-0.85019,0.700546748625041,Other,,,
ENSG00000182109,,,,,-1.94,0.250715919085312,Other,-1.43398,0.455541823662396,Other
ENSG00000182272,B4GALNT4,,,,-2.17848,0.177500881057269,Other,,,
ENSG00000182324,KCNJ14,,,,-0.127566,0.961867135599844,Other,1.236959,0.535365384615385,Other
ENSG00000182771,GRID1,,,,3.7335,0.0055406310160427,Other,,,
ENSG00000182963,GJC1,,,,1.45026,0.440839168490153,Other,,,
ENSG00000183458,,,,,0.41408,0.875418156161806,Other,,,
ENSG00000184144,CNTN2,,,,-1.98,0.236950915750916,Other,1.56824,0.393662436548223,Other
ENSG00000184445,KNTC1,,,,-0.11997,0.965155849203265,Risk SNP,2.46783,0.119134801762115,Risk SNP
ENSG00000184743,ATL3,,,,0.41059,0.876811444652908,Other,,,
ENSG00000184939,ZFP90,,,,-0.1112,0.966164054942929,Risk SNP,-3.2729,0.0235509497206704,Risk SNP
ENSG00000185019,UBOX5,,,,1.6102,0.367067584480601,Other,,,
ENSG00000185158,LRRC37B,,,,1.70287,0.332208452624404,Other,1.302,0.510685961410512,Other
ENSG00000185495,,,,,-4.24,0.0011903771428571,Other,-1.14943,0.571079839172889,Other
ENSG00000186532,SMYD4,,,,-1.60055,0.370911235257604,Risk SNP,,,
ENSG00000186642,PDE2A,,,,3.46254,0.0121695850622407,Other,,,
ENSG00000187372,PCDHB13,,,,1.9014,0.264393254637437,Other,,,
ENSG00000187581,COX8C,,,,3.6141,0.0080886372549019,Other,3.57041,0.0115106666666667,Other
ENSG00000188004,C1orf204,,,,-1.48,0.424748049052397,Other,-1.00454,0.63721007121058,Other
ENSG00000188483,IER5L,,,,-2.846,0.0563463109048724,Other,,,
ENSG00000196268,ZNF493,,,,2.853343,0.0557207981220657,Other,0.079797,0.977539915966387,Other
ENSG00000196975,ANXA4,,,,-0.954867,0.660247963159759,Other,-3.37828,0.0185848269230769,Other
ENSG00000197054,ZNF763,,,,-3.175689,0.0256055799373041,Other,,,
ENSG00000197183,NOL4L,,,,0.0805,0.976060871219327,Other,,,
ENSG00000197498,RPF2,,,,2.086322,0.203098192771084,Other,1.5657,0.393662436548223,Other
ENSG00000197622,CDC42SE1,,,,-1.13,0.581082990961381,Other,-1.47432,0.437032967032967,Other
ENSG00000197818,SLC9A8,,,,1.9391,0.25246052631579,Other,0.19871,0.949697674418605,Other
ENSG00000198198,SZT2,,,,-1.19,0.559144965277778,Risk SNP,1.11634,0.585897321428571,Risk SNP
ENSG00000198380,GFPT1,,,,-2.16146,0.183330501089325,Other,,,
ENSG00000198429,ZNF69,,,,-0.246414,0.926713565728685,Other,,,
ENSG00000198754,OXCT2,,,,-0.371,0.889683177356768,Other,1.20161,0.550367027677497,Other
ENSG00000198791,CNOT7,,,,2.1784,0.177500881057269,Other,2.81283,0.0623694603174603,Other
ENSG00000198797,BRINP2,,,,-3.1,0.0316021176470588,Risk SNP,,,
ENSG00000198917,C9orf114,,,,-2.7869,0.0644375438596491,Other,,,
ENSG00000198925,ATG9A,,,,-0.809203,0.712302144855455,Other,,,
ENSG00000198952,SMG5,,,,-0.338,0.89778743315508,Other,,,
ENSG00000199476,,,,,-0.01558,0.994989539365021,Other,,,
ENSG00000204217,BMPR2,,,,3.769448,0.0050226145251396,Other,,,
ENSG00000205106,,,,,3.49529,0.0110573106382979,Other,2.896024,0.0533087234042553,Other
ENSG00000206417,H1FX-AS1,,,,3.53617,0.0099806816143497,Other,,,
ENSG00000206527,HACD2,,,,2.26397,0.157674029126214,Other,,,
ENSG00000206734,,,,,-1.34297,0.491622244488978,Other,-0.863,0.69822443438914,Other
ENSG00000207217,,,,,3.73576,0.0055406310160427,Other,2.9278,0.0500378909090909,Other
ENSG00000207523,SNORA66,,,,-1.59,0.376908532842235,Other,-0.11913,0.969346889307838,Other
ENSG00000212195,,,,,-2.65705,0.0816093962264151,Other,-3.5193,0.0131453511450382,Other
ENSG00000213024,NUP62,,,,-0.470285,0.857444471684236,Risk SNP,,,
ENSG00000213380,COG8,,,,-4.34943,0.0008376988764044,Other,,,
ENSG00000213639,PPP1CB,,,,4.13041,0.0017107620689655,Other,4.59833,0.0003940004651162,Other
ENSG00000214331,,,,,1.96332,0.243862959641256,Other,,,
ENSG00000215440,NPEPL1,,,,-3.3165,0.0176001052631579,Other,,,
ENSG00000219529,,,,,0.44288,0.866271853986552,Other,,,
ENSG00000219665,,,,,-3.354484,0.016322808988764,Other,-3.33306,0.02083075,Other
ENSG00000221518,RNU6ATAC16P,,,,3.14243,0.0281644036697248,Risk SNP,,,
ENSG00000223044,RNU6-130P,,,,0.992499,0.643765134938001,Other,,,
ENSG00000223694,ADH5P3,,,,1.89,0.268161166666667,Other,1.99189,0.240904438642298,Other
ENSG00000223750,SIRPB3P,,,,-1.3758,0.477555670103093,Other,,,
ENSG00000223969,,,,,-2.93187,0.0473701025641026,Other,-2.7528,0.0695386686390533,Other
ENSG00000224635,,,,,0.9507,0.661553987297107,Risk SNP,0.89099,0.684550530687587,Risk SNP
ENSG00000225498,,,,,-1.03679,0.626753048780488,Other,-1.3491,0.490542857142857,Other
ENSG00000226026,,,,,0.34,0.897565915681463,Risk SNP,,,
ENSG00000226284,ARPC3P1,,,,-1.703,0.332208452624404,Other,,,
ENSG00000227671,,,,,-2.29,0.150686815920398,Other,-0.72757,0.753451926977688,Other
ENSG00000228031,,,,,-2.9065,0.0492839901477833,Risk SNP,-4.7861,0.0001779184210526,Risk SNP
ENSG00000228049,POLR2J2,,,,-3.01306,0.0391139944903581,Other,-2.6178,0.0900164961636829,Other
ENSG00000228265,RALY-AS1,,,,-3.6064,0.0082496116504854,Other,-3.41163,0.0173590675675676,Other
ENSG00000228446,,,,,2.29604,0.149758897243108,Risk SNP,,,
ENSG00000228510,,,,,0.9404,0.666055322128852,Other,0.882,0.690223140495868,Other
ENSG00000229044,,,,,-2.13,0.192361011591149,Other,-0.50841,0.846582260869565,Other
ENSG00000229657,,,,,-1.67,0.345470797626895,Other,,,
ENSG00000230074,,,,,4.0302,0.0022787119402985,Other,2.9437,0.0485911654135338,Other
ENSG00000230428,,,,,-1.34554,0.489857429718875,Other,,,
ENSG00000230487,PSMG3-AS1,,,,2.02589,0.223456761904762,Risk SNP,1.6063,0.377099209833187,Risk SNP
ENSG00000231113,,,,,0.587026,0.815129204484784,Other,,,
ENSG00000231205,ZNF826P,,,,-2.046705,0.216408729388943,Other,,,
ENSG00000231595,,,,,-1.17265,0.563876227059326,Other,-3.6255,0.0101974358974359,Other
ENSG00000231769,,,,,-3.075921,0.0332722543352601,Other,-2.8779,0.0558175438596491,Other
ENSG00000231889,TRAF3IP2-AS1,,,,-1.278285,0.520000943841435,Other,-0.7064,0.761148325358852,Other
ENSG00000232098,,,,,2.182169,0.176662458471761,Other,,,
ENSG00000232855,,,,,0.4783,0.854285081240768,Other,0.6021,0.806606970708194,Other
ENSG00000233087,,,,,-2.683635,0.0785609448818898,Other,,,
ENSG00000233175,,,,,1.28579,0.520000943841435,Other,1.2961,0.512823684210526,Other
ENSG00000233297,RASA4DP,,,,-1.5825,0.379446265938069,Other,1.4235,0.460026119402985,Other
ENSG00000233532,LINC00460,,,,-0.923,0.672730782488797,Other,,,
ENSG00000234282,,,,,-1.734,0.322768323863636,Other,-2.02178,0.229687700534759,Other
ENSG00000234293,BACH1-IT3,,,,0.8249,0.708640328697851,Other,,,
ENSG00000234327,,,,,0.33365,0.898469283654912,Other,0.2376,0.940397204426325,Other
ENSG00000234616,JRK,,,,4.9572,0.0001005033333333,Risk SNP,,,
ENSG00000234741,GAS5,,,,1.67,0.344975461741425,Other,1.18199,0.55607610619469,Other
ENSG00000234773,,,,,1.780077,0.307466915608663,Other,0.514277,0.844364812871633,Other
ENSG00000235501,,,,,-0.419,0.873193213949105,Risk SNP,,,
ENSG00000236550,,,,,0.5796,0.818730799893702,Other,,,
