Geneid,Symbol,Caudate_TWAS.Z,Caudate_FDR,Caudate_GWAS.SNP,DLPFC_TWAS.Z,DLPFC_FDR,DLPFC_GWAS.SNP,HIPPO_TWAS.Z,HIPPO_FDR,HIPPO_GWAS.SNP
ENSG00000110768,GTF2H1,-1.81590764490742,0.2932270226723542,Other,-2.03739,0.21928,Other,,,
ENSG00000247572,CKMT2-AS1,1.81615265384105,0.2932270226723542,Other,1.9494,0.249093534100974,Other,2.0815,0.209492676056338,Other
ENSG00000114841,DNAH1,1.81538643506953,0.2933315837076553,Risk SNP,,,,,,
ENSG00000197457,STMN3,1.81356992808398,0.2935772872794097,Other,,,,,,
ENSG00000143740,SNAP47,-1.81389092570471,0.2935772872794097,Other,-0.805,0.714234022846558,Other,-2.5445,0.103458949880668,Other
ENSG00000183935,HTR7P1,-1.81394409088099,0.2935772872794097,Other,-2.43055,0.120492285298399,Other,-1.45983,0.440868360277136,Other
ENSG00000135341,MAP3K7,-1.8143284518242,0.2935772872794097,Other,-1.242789,0.534463781321184,Other,,,
ENSG00000237765,FAM200B,-1.81297399920258,0.2937310573925977,Other,-1.71152,0.329374309392265,Other,-1.786595,0.306560416666667,Other
ENSG00000198156,NPIPB6,-1.81093729715498,0.2938904211394957,Other,,,,,,
ENSG00000116260,QSOX1,-1.81162452692599,0.2938904211394957,Other,,,,,,
ENSG00000110455,ACCS,1.81123613866737,0.2938904211394957,Other,1.85361,0.278686533864542,Other,2.799641,0.063632,Other
ENSG00000198799,LRIG2,-1.81151631794102,0.2938904211394957,Other,-0.76,0.733229802513465,Other,,,
ENSG00000164749,HNF4G,-1.81121075424758,0.2938904211394957,Other,,,,,,
ENSG00000138764,CCNG2,1.81020533998854,0.2939015332333518,Other,,,,,,
ENSG00000198554,WDHD1,-1.81053390349071,0.2939015332333518,Other,,,,,,
ENSG00000103966,EHD4,1.809794324665,0.2939365117040162,Other,2.01608,0.226306880301602,Other,2.34203,0.14572213740458,Other
ENSG00000154511,FAM69A,1.80856240889255,0.2945042649587802,Other,-1.18,0.562316738197425,Other,,,
ENSG00000235954,TTC28-AS1,1.80658920971667,0.2953506313029155,Other,1.3074,0.508529383195726,Other,2.1254,0.1968,Other
ENSG00000164346,NSA2,1.80654686701215,0.2953506313029155,Other,0.1901,0.943295095257398,Other,0.23953,0.940060332264646,Other
ENSG00000180573,HIST1H2AC,-1.80614917625972,0.2953774556819598,Risk SNP,,,,,,
ENSG00000254812,ENSG00000254812,-1.80286232022906,0.2971344477684008,Other,,,,-0.2903,0.928407620199577,Other
ENSG00000258789,ENSG00000258789,1.8020301622763,0.2971344477684008,Other,,,,,,
ENSG00000282142,ENSG00000282142,1.80213938582573,0.2971344477684008,Other,,,,,,
ENSG00000134917,ADAMTS8,1.80269954091384,0.2971344477684008,Risk SNP,,,,,,
ENSG00000232504,ST3GAL5-AS1,1.80096171680168,0.2971357663537016,Other,1.796134,0.300866767600303,Other,1.77646,0.310690299277606,Other
ENSG00000132591,ERAL1,-1.80102122899625,0.2971357663537016,Other,,,,,,
ENSG00000163162,RNF149,1.80144634560325,0.2971357663537016,Other,2.661546,0.0810835741444867,Other,,,
ENSG00000242114,MTFP1,-1.79794128703932,0.2988806135836873,Other,,,,,,
ENSG00000169750,RAC3,-1.79645930506343,0.2996206688134574,Other,1.62796,0.36015666456096,Other,,,
ENSG00000057019,DCBLD2,1.79548482852825,0.2997945505004289,Other,,,,,,
ENSG00000162722,TRIM58,1.79548961471666,0.2997945505004289,Other,1.05,0.618047876447876,Other,0.89397,0.683661737523105,Other
ENSG00000221923,ZNF880,1.79481259851645,0.3000033838643258,Other,,,,,,
ENSG00000243244,STON1,1.79407994066899,0.3002521970798941,Other,2.634911,0.0846943853211009,Other,2.33206,0.147545951035782,Other
ENSG00000225975,LINC01534,1.79212080665462,0.3003598926964752,Other,-0.124264,0.963010723337882,Other,0.318361,0.920976564909035,Other
ENSG00000134146,DPH6,1.79333525288173,0.3003598926964752,Other,,,,,,
ENSG00000181264,TMEM136,1.79179356390801,0.3003598926964752,Other,,,,,,
ENSG00000243024,RPS11P6,-1.79314652319883,0.3003598926964752,Other,,,,,,
ENSG00000180801,ARSJ,1.79214412315615,0.3003598926964752,Other,,,,,,
ENSG00000160959,LRRC14,-1.792,0.3003598926964752,Other,,,,,,
ENSG00000177000,MTHFR,-1.78985426468387,0.3011719969768354,Other,-2.53,0.102618719211823,Other,,,
ENSG00000050344,NFE2L3,1.79018544552304,0.3011719969768354,Other,,,,,,
ENSG00000172992,DCAKD,-1.78855119133357,0.3017228947839869,Other,,,,-2.3747,0.137515127701375,Other
ENSG00000242999,RN7SL239P,1.78831356664629,0.3017228947839869,Other,,,,,,
ENSG00000070718,AP3M2,1.78747377244666,0.3020446141192307,Other,,,,,,
ENSG00000104731,KLHDC4,-1.78580456701112,0.3022172461107197,Other,,,,,,
ENSG00000124575,HIST1H1D,1.78656670966521,0.3022172461107197,Risk SNP,,,,,,
ENSG00000261687,ENSG00000261687,1.78618999799341,0.3022172461107197,Other,2.2615,0.157674029126214,Other,,,
ENSG00000169180,XPO6,-1.78585978149261,0.3022172461107197,Other,,,,,,
ENSG00000283366,ENSG00000283366,1.78463624880518,0.3025248103652007,Other,1.9358,0.253716360454943,Other,1.2412,0.535365384615385,Other
ENSG00000228789,HCG22,-1.78485880350998,0.3025248103652007,Risk SNP,,,,,,
ENSG00000214376,VSTM5,1.7841780927697,0.3025955797785011,Other,,,,,,
ENSG00000129932,DOHH,-1.78362075950377,0.3027320256219925,Other,-1.148488,0.573564818674448,Other,,,
ENSG00000136161,RCBTB2,-1.78264075004171,0.3031481320732588,Other,,,,,,
ENSG00000162407,PLPP3,1.78168397082516,0.3035493519337425,Other,,,,0.33316,0.916433738696601,Other
ENSG00000240583,AQP1,1.77992512747823,0.3043513885282426,Other,,,,,,
ENSG00000198270,TMEM116,1.77977312823786,0.3043513885282426,Other,,,,,,
ENSG00000187778,MCRS1,1.77925491288333,0.3044629090210776,Other,,,,,,
ENSG00000121898,CPXM2,-1.77770322440728,0.3052610160252386,Other,,,,,,
ENSG00000239969,ENSG00000239969,-1.77708733761591,0.3054378890339032,Other,,,,,,
ENSG00000129353,SLC44A2,1.77656323385687,0.3055538861879026,Other,,,,,,
ENSG00000134574,DDB2,1.77619575105387,0.3055658513743814,Risk SNP,-0.38092,0.886961104718067,Risk SNP,-1.090257,0.597849673202615,Risk SNP
ENSG00000196605,ZNF846,1.77304661571614,0.3074323531486529,Other,0.071922,0.979819181197877,Other,0.831523,0.710678697183099,Other
ENSG00000261251,ENSG00000261251,1.77131168683404,0.3083592726566615,Other,,,,2.2363,0.171410732538331,Other
ENSG00000196502,SULT1A1,-1.76848980740976,0.3090808034827864,Other,,,,,,
ENSG00000100997,ABHD12,1.76867061918491,0.3090808034827864,Other,1.9581,0.245711071428571,Other,1.68794,0.341633270676692,Other
ENSG00000198756,COLGALT2,-1.76870672279144,0.3090808034827864,Other,-0.581,0.818361362426823,Other,-2.16891,0.184449460708783,Other
ENSG00000280273,ENSG00000280273,-1.76944017115717,0.3090808034827864,Other,,,,-0.84239,0.707022222222222,Other
ENSG00000168994,PXDC1,1.76895163407467,0.3090808034827864,Other,,,,,,
ENSG00000253659,ENSG00000253659,-1.76731500264941,0.3096352939880361,Other,,,,,,
ENSG00000268543,ENSG00000268543,-1.76475192327639,0.3111252443489148,Other,-2.114018,0.196191908713693,Other,,,
ENSG00000176268,CYCSP34,-1.76359398810293,0.3114556059636926,Other,-2.0403,0.218118111753372,Other,-1.9789,0.244462816195373,Other
ENSG00000101307,SIRPB1,1.76356511798989,0.3114556059636926,Other,,,,,,
ENSG00000198482,ZNF808,-1.76211876786998,0.3121969318568232,Other,-1.164616,0.566542990258365,Other,,,
ENSG00000177112,MRVI1-AS1,-1.76167627753141,0.3122607192523577,Other,,,,,,
ENSG00000267623,ENSG00000267623,-1.76024628785706,0.312992497929706,Other,-1.742887,0.320801437814522,Other,,,
ENSG00000230910,ENSG00000230910,1.75763338635442,0.3131732708272826,Other,,,,,,
ENSG00000204677,FAM153C,1.75827008207818,0.3131732708272826,Other,2.5765,0.093203339011925,Other,2.6079,0.0921894910941476,Other
ENSG00000224016,ENSG00000224016,-1.75768659224081,0.3131732708272826,Other,,,,-1.9166,0.265293244873341,Other
ENSG00000234688,ENSG00000234688,-1.75754875131137,0.3131732708272826,Other,-0.1184,0.965155849203265,Other,,,
ENSG00000267265,ENSG00000267265,-1.75901133403619,0.3131732708272826,Other,-0.906217,0.68012576478586,Other,-1.265823,0.524159948816379,Other
ENSG00000272950,ENSG00000272950,-1.75930851271473,0.3131732708272826,Other,,,,,,
ENSG00000146674,IGFBP3,-1.75755105592136,0.3131732708272826,Other,,,,-1.3229,0.499474679270763,Other
ENSG00000197323,TRIM33,-1.75666765598735,0.3135351578508427,Other,,,,,,
ENSG00000129465,RIPK3,1.75623723068867,0.3135439419284371,Other,,,,,,
ENSG00000101350,KIF3B,-1.75596241521871,0.3135439419284371,Other,,,,,,
ENSG00000066185,ZMYND12,-1.755,0.3139614967016055,Other,,,,-1.02239,0.628378281008749,Other
ENSG00000185105,MYADML2,1.75453927463993,0.3140394338500519,Other,,,,2.3602,0.14104476744186,Other
ENSG00000132854,KANK4,1.75292272905475,0.3144329326287723,Other,,,,,,
ENSG00000270477,ENSG00000270477,-1.75302683880251,0.3144329326287723,Other,-1.636794,0.356837268666241,Other,-1.7853,0.306749896049896,Other
ENSG00000077943,ITGA8,-1.75309016585935,0.3144329326287723,Other,,,,,,
ENSG00000274286,ADRA2B,1.75221844810076,0.3146766015277655,Other,,,,,,
ENSG00000171806,METTL18,1.74991168167418,0.3153138691469929,Other,1.33,0.499591133004926,Other,,,
ENSG00000120915,EPHX2,-1.75064499904955,0.3153138691469929,Risk SNP,,,,,,
ENSG00000272010,ENSG00000272010,1.74990130971557,0.3153138691469929,Other,,,,1.68972,0.341474740810556,Other
ENSG00000248671,ENSG00000248671,-1.75047797281418,0.3153138691469929,Other,-1.87861,0.271845888157895,Other,,,
ENSG00000082898,XPO1,1.74709969980955,0.3159372317795884,Other,,,,,,
ENSG00000237742,ENSG00000237742,-1.74708737647107,0.3159372317795884,Other,-1.146668,0.574413305613306,Other,-1.175,0.560140845070423,Other
ENSG00000262655,SPON1,1.74827336407068,0.3159372317795884,Other,-2.41394,0.123736571428571,Other,,,
ENSG00000100330,MTMR3,1.74857739215567,0.3159372317795884,Other,1.5276,0.404668973471742,Other,0.8516,0.702347826086957,Other
ENSG00000175115,PACS1,1.74692185232674,0.3159372317795884,Risk SNP,1.34605,0.489857429718875,Risk SNP,2.434083,0.125279704016913,Risk SNP
ENSG00000186205,MARC1,1.74714182095869,0.3159372317795884,Other,2.03,0.223456761904762,Other,1.62449,0.370616487455197,Other
ENSG00000229447,ENSG00000229447,1.74627987874395,0.3161404500232864,Other,,,,,,
ENSG00000144057,ST6GAL2,-1.7417880835148,0.3173868939003575,Other,,,,,,
ENSG00000170954,ZNF415,1.74148930913609,0.3173868939003575,Other,1.397623,0.465941238195173,Other,1.409271,0.465642857142857,Other
ENSG00000196981,WDR5B,1.73940826061574,0.3173868939003575,Other,0.44231,0.866271853986552,Other,0.14671,0.960339699863574,Other
ENSG00000124588,NQO2,1.73996022935235,0.3173868939003575,Other,1.111288,0.591566734279919,Other,1.7491,0.319993086172345,Other
ENSG00000230461,PROX1-AS1,-1.74315646138728,0.3173868939003575,Other,,,,,,
ENSG00000143862,ARL8A,1.74288143310842,0.3173868939003575,Other,,,,,,
ENSG00000164930,FZD6,1.7427747891554,0.3173868939003575,Other,,,,,,
ENSG00000112782,CLIC5,-1.74312704501074,0.3173868939003575,Other,-1.984873,0.236950915750916,Other,-2.0703,0.213889075630252,Other
ENSG00000230333,ENSG00000230333,-1.74273371437863,0.3173868939003575,Other,-0.43432,0.868124970188409,Other,-1.9859,0.242751948051948,Other
ENSG00000173540,GMPPB,1.74218098620167,0.3173868939003575,Other,1.54491,0.396680901542112,Other,,,
ENSG00000082126,MPP4,1.74039021906115,0.3173868939003575,Other,,,,,,
ENSG00000166924,NYAP1,1.74104279011801,0.3173868939003575,Other,,,,,,
ENSG00000143224,PPOX,-1.74098314768388,0.3173868939003575,Other,,,,-0.64719,0.787795793499044,Other
ENSG00000116885,OSCP1,-1.73932471538771,0.3173868939003575,Other,-0.609,0.804997019777838,Other,,,
ENSG00000259408,ENSG00000259408,-1.74010883306319,0.3173868939003575,Other,,,,,,
ENSG00000166960,CCDC178,-1.73815948193193,0.3179488762937555,Other,,,,,,
ENSG00000157637,SLC38A10,1.73742954205137,0.3182147180625111,Other,,,,,,
ENSG00000243323,PTPRVP,1.73445886191533,0.319779780145376,Other,,,,,,
ENSG00000271862,ENSG00000271862,1.7347221829137,0.319779780145376,Other,1.5973,0.372694684796045,Other,1.51281,0.419650974025974,Other
ENSG00000189366,ALG1L,-1.73349921408622,0.3202042400233902,Other,-2.03088,0.221902966507177,Other,-1.6587,0.354036688014639,Other
ENSG00000152359,POC5,-1.73273081852882,0.3204980582504286,Other,,,,,,
ENSG00000176105,YES1,-1.73226937178071,0.3205816774867908,Other,-0.23507,0.929462195375963,Other,-1.47132,0.437346105919003,Other
ENSG00000103510,KAT8,-1.73191081032346,0.3205949000066534,Other,-1.3987,0.465941238195173,Other,,,
ENSG00000142530,FAM71E1,1.73145088621686,0.3206777329003612,Other,,,,,,
ENSG00000197020,ZNF100,-1.73110681625898,0.3206812820681027,Other,-2.019945,0.225515450236967,Other,-2.091844,0.207076319543509,Other
ENSG00000164306,PRIMPOL,-1.7292376617479,0.3217315088128806,Other,-1.28182,0.520000943841435,Other,-1.180628,0.557764289923394,Other
ENSG00000148218,ALAD,-1.7286807819888,0.321881429099019,Other,-0.1832,0.946087096774194,Other,-0.6962,0.765777337559429,Other
ENSG00000264229,RNU4ATAC,1.72818173899648,0.3219917427840846,Other,,,,,,
ENSG00000214725,CDIPT-AS1,1.72628841045082,0.3230618936804805,Risk SNP,3.2303,0.021928,Risk SNP,,,
ENSG00000253974,NRG1-IT1,-1.72578253110376,0.3231773261173198,Other,,,,,,
ENSG00000175426,PCSK1,-1.72447526005304,0.3234212577119132,Other,,,,,,
ENSG00000197619,ZNF615,1.72441456143707,0.3234212577119132,Other,,,,,,
ENSG00000167232,ZNF91,-1.72451944757904,0.3234212577119132,Other,,,,,,
ENSG00000110080,ST3GAL4,1.72262637525889,0.324422333463301,Other,,,,,,
ENSG00000130684,ZNF337,-1.7192057864998,0.326219700431862,Other,-1.1753,0.562737382378101,Other,-1.73196,0.328141798418972,Other
ENSG00000104412,EMC2,1.71919002098761,0.326219700431862,Other,,,,2.14945,0.189838670694864,Other
ENSG00000172301,COPRS,-1.7190176341894,0.326219700431862,Other,,,,,,
ENSG00000095015,MAP3K1,1.71823317152466,0.3265299335083153,Other,,,,,,
ENSG00000177666,PNPLA2,1.715,0.3285451358700758,Other,,,,1.350978,0.490542857142857,Other
ENSG00000123191,ATP7B,1.71267254955756,0.3299355383488661,Other,1.2214,0.542578689255462,Other,,,
ENSG00000064687,ABCA7,1.71188211559137,0.3302525708907645,Other,1.788581,0.303776992481203,Other,,,
ENSG00000105379,ETFB,-1.71117459784833,0.3305117950494487,Other,,,,,,
ENSG00000143452,HORMAD1,1.70753742573397,0.3318813103526069,Other,1.7,0.332208452624404,Other,,,
ENSG00000203710,CR1,1.70777188359687,0.3318813103526069,Other,,,,,,
ENSG00000131379,C3orf20,1.70765085390508,0.3318813103526069,Other,,,,,,
ENSG00000171476,HOPX,1.70835534081333,0.3318813103526069,Other,,,,,,
ENSG00000141314,RHBDL3,1.70878006133438,0.3318813103526069,Other,-0.35213,0.894970092196987,Other,2.0684,0.21440251396648,Other
ENSG00000137103,TMEM8B,-1.70592359069076,0.3327794906054179,Other,-0.8801,0.68865694398409,Other,,,
ENSG00000084674,APOB,-1.70524190052585,0.3330224782108014,Other,,,,,,
ENSG00000259459,ENSG00000259459,1.70450147670841,0.3333070652335953,Other,,,,,,
ENSG00000197465,GYPE,-1.70308933523293,0.3336498344808457,Other,,,,,,
ENSG00000169499,PLEKHA2,-1.70308777022876,0.3336498344808457,Risk SNP,-1.4895,0.419084879145587,Risk SNP,,,
ENSG00000070614,NDST1,1.70300673518837,0.3336498344808457,Other,1.5081,0.411383740761797,Other,,,
ENSG00000107614,TRDMT1,1.70250689094516,0.3337654882961073,Other,0.1002,0.969146810146042,Other,,,
ENSG00000213123,TCTEX1D2,1.69937931134397,0.3357384767860805,Other,,,,-2.81754,0.0622934627831715,Other
ENSG00000107771,CCSER2,-1.69872188176815,0.3359663207260874,Other,,,,,,
ENSG00000157426,AASDH,-1.69731785183628,0.3367239828080343,Other,-1.87183,0.272541348497157,Other,-2.131179,0.194731804733728,Other
ENSG00000083123,BCKDHB,1.69621536886403,0.3372685967446535,Other,1.023106,0.633173062452972,Other,,,
ENSG00000115525,ST3GAL5,1.6953709772444,0.3376303186530396,Other,1.615901,0.3645495608532,Other,,,
ENSG00000239521,GATS,1.69459743865991,0.3379419668153441,Other,,,,,,
ENSG00000134291,TMEM106C,-1.69070791811985,0.3404784245515259,Other,,,,,,
ENSG00000130703,OSBPL2,1.68991175451825,0.3408081823392722,Other,,,,,,
ENSG00000214331,ENSG00000214331,1.68955001214823,0.3408270023526984,Other,1.96332,0.243862959641256,Other,,,
ENSG00000197980,LEKR1,1.68855098030027,0.3413025736665592,Other,,,,,,
ENSG00000114491,UMPS,-1.68702560507964,0.3419159345586341,Other,,,,,,
ENSG00000067606,PRKCZ,1.68724721279542,0.3419159345586341,Risk SNP,,,,,,
ENSG00000139155,SLCO1C1,1.68431940699683,0.3433797265064507,Other,,,,,,
ENSG00000221955,SLC12A8,1.68435662607804,0.3433797265064507,Other,0.41623,0.873661487758946,Other,-0.36326,0.899978508217446,Other
ENSG00000186409,CCDC30,1.68312547497768,0.3437574101167158,Other,1.28,0.520000943841435,Other,,,
ENSG00000281501,SEPSECS-AS1,-1.68335016341174,0.3437574101167158,Other,-1.80087,0.299093920972644,Other,-1.935062,0.259582512315271,Other
ENSG00000048991,R3HDM1,1.68274708185477,0.3437890169141561,Other,,,,,,
ENSG00000196810,CTBP1-AS2,1.68127702416223,0.3446078438895605,Other,,,,,,
ENSG00000166471,TMEM41B,-1.68004006903468,0.3452596585274518,Other,-1.24328,0.534463781321184,Other,,,
ENSG00000215045,GRID2IP,1.6783356521758,0.3455596013869362,Other,,,,,,
ENSG00000159363,ATP13A2,-1.67822768233227,0.3455596013869362,Other,-2.3,0.148616879795396,Other,,,
ENSG00000277157,HIST1H4D,-1.67844580992935,0.3455596013869362,Risk SNP,,,,,,
ENSG00000166349,RAG1,-1.67839551547517,0.3455596013869362,Other,,,,,,
ENSG00000140623,SEPT12,-1.67795554515718,0.3455596013869362,Other,,,,,,
ENSG00000212719,C17orf51,1.67627615239621,0.3463995514627021,Other,,,,,,
ENSG00000177337,DLGAP1-AS1,1.6757943719627,0.3463995514627021,Other,,,,,,
ENSG00000100348,TXN2,-1.67593634617135,0.3463995514627021,Other,,,,,,
ENSG00000114529,C3orf52,1.67485086539936,0.3468416111740534,Other,,,,,,
ENSG00000203279,ENSG00000203279,-1.67432483270664,0.3469815499840525,Other,-1.3285,0.497626048347311,Other,-1.328,0.498140231449966,Other
ENSG00000205038,PKHD1L1,-1.67296913089421,0.3477232948342871,Other,,,,,,
ENSG00000259362,ENSG00000259362,-1.67153729786308,0.348038526770338,Other,,,,,,
ENSG00000171224,C10orf35,1.67176340270999,0.348038526770338,Other,,,,,,
ENSG00000257237,ENSG00000257237,1.67193421530942,0.348038526770338,Risk SNP,,,,1.71445,0.332314119922631,Risk SNP
ENSG00000065618,COL17A1,-1.67092281362943,0.3482434877502325,Other,,,,,,
ENSG00000134686,PHC2,-1.67053979918513,0.3482805150669225,Other,-1.54,0.400570418385386,Other,,,
ENSG00000198231,DDX42,-1.66822962521553,0.3493924366730556,Other,-0.81404,0.711992507024664,Other,,,
ENSG00000125804,FAM182A,-1.66843918761433,0.3493924366730556,Other,,,,,,
ENSG00000010030,ETV7,1.66801483305672,0.3493924366730556,Other,,,,,,
ENSG00000240207,ENSG00000240207,1.66716754103391,0.3497678760812092,Other,,,,,,
ENSG00000101421,CHMP4B,-1.66671891083906,0.3498259598541643,Other,-1.6896,0.337667478025693,Other,,,
ENSG00000167380,ZNF226,1.66642516592595,0.3498259598541643,Other,,,,,,
ENSG00000011454,RABGAP1,1.66607405557996,0.3498405753303039,Other,1.7564,0.316115328467153,Other,,,
ENSG00000148935,GAS2,1.665,0.3503819049628253,Other,0.28977,0.91346971330028,Other,-1.052932,0.616392781316348,Other
ENSG00000270074,ENSG00000270074,1.66423767378074,0.3506965011760782,Other,,,,,,
ENSG00000134775,FHOD3,1.66330322941331,0.3511369779085481,Other,-1.52288,0.404668973471742,Other,-1.78997,0.304806569343066,Other
ENSG00000146453,PNLDC1,-1.66243591348894,0.3515288732611496,Other,,,,-2.49,0.115171040723982,Other
ENSG00000182934,SRPRA,1.66204695730088,0.3515716081148679,Other,,,,1.771146,0.31300462962963,Other
ENSG00000229739,ENSG00000229739,-1.66111828532855,0.3520088402415543,Other,-1.31,0.508529383195726,Other,-1.81689,0.297417887931035,Other
ENSG00000205002,AARD,1.65988107378064,0.3526723227965004,Other,0.6885,0.765764438122333,Other,0.12507,0.967378378378378,Other
ENSG00000100266,PACSIN2,1.65908129615282,0.3530162172392772,Other,2.7231,0.0722373523421589,Other,,,
ENSG00000255198,SNHG9,-1.65840386073581,0.3532707532687603,Other,-0.49252,0.847886295928501,Other,,,
ENSG00000011295,TTC19,-1.65693062751883,0.3541093195816474,Other,0.06235,0.982993582483956,Other,-2.2459,0.169365344827586,Other
ENSG00000185201,IFITM2,1.65615078246591,0.3544397497643858,Other,,,,,,
ENSG00000037757,MRI1,1.6554051045205,0.3545032085282516,Other,1.3022,0.511370710488159,Other,,,
ENSG00000124098,FAM210B,-1.65567647361102,0.3545032085282516,Other,-1.6847,0.339625589225589,Other,,,
ENSG00000233885,YEATS2-AS1,-1.65428073575954,0.3548135006558993,Other,-2.01481,0.226396801505174,Other,-1.88955,0.274580257009346,Other
ENSG00000129422,MTUS1,1.65444714455282,0.3548135006558993,Other,2.3113,0.146562467866324,Other,2.24857,0.169229635416667,Other
ENSG00000109472,CPE,-1.65338950020139,0.3548135006558993,Other,,,,,,
ENSG00000090273,NUDC,-1.65333739386789,0.3548135006558993,Other,-3.08,0.0324153043478261,Other,,,
ENSG00000261613,ENSG00000261613,-1.65340733366344,0.3548135006558993,Other,,,,,,
ENSG00000146085,MUT,-1.65200529356467,0.3553095570250578,Other,-0.972889,0.65200934243622,Other,-0.8524,0.702347826086957,Other
ENSG00000151687,ANKAR,1.65226430389564,0.3553095570250578,Other,0.78945,0.719115314215985,Other,0.83073,0.710678697183099,Other
ENSG00000157111,TMEM171,1.65056311586163,0.3558874118032729,Other,,,,2.28817,0.160234845735027,Other
ENSG00000173209,AHSA2,1.65065468908002,0.3558874118032729,Other,2.653418,0.0822816195856874,Other,1.93289,0.260090920245399,Other
ENSG00000254427,ENSG00000254427,-1.64920370001681,0.35664689585183,Other,,,,,,
ENSG00000143149,ALDH9A1,-1.64726424015554,0.3571665831225605,Other,-0.724,0.750454757734968,Other,-0.57651,0.816834668608886,Other
ENSG00000160746,ANO10,-1.64713390199966,0.3571665831225605,Other,,,,,,
ENSG00000011260,UTP18,1.64766403868496,0.3571665831225605,Other,1.37748,0.475465152297367,Other,1.2714,0.52207722007722,Other
ENSG00000230438,SERPINB9P1,1.64714597902665,0.3571665831225605,Other,1.101884,0.597835814889336,Other,1.246,0.532433060967945,Other
ENSG00000112234,FBXL4,1.64686029838981,0.3571665831225605,Other,1.798099,0.300076118271418,Other,2.2057,0.177475244299674,Other
ENSG00000230847,ENSG00000230847,-1.64547751880516,0.3579454819342308,Other,,,,,,
ENSG00000164219,PGGT1B,-1.64457777578629,0.3583684849159513,Other,-0.6966,0.761432409259789,Other,-1.3336,0.497125,Other
ENSG00000163590,PPM1L,1.64360774718374,0.3588438955318812,Other,,,,,,
ENSG00000074219,TEAD2,1.64165780699145,0.3597645931119665,Risk SNP,0.674727,0.773856578204404,Risk SNP,1.310217,0.505438127090301,Risk SNP
ENSG00000246596,ENSG00000246596,-1.64138356452829,0.3597645931119665,Other,-1.6357,0.356837268666241,Other,,,
ENSG00000105708,ZNF14,1.64188588596697,0.3597645931119665,Risk SNP,1.100277,0.597835814889336,Risk SNP,1.617944,0.374056787932564,Risk SNP
ENSG00000145194,ECE2,1.64105082373988,0.3597691206882885,Other,,,,0.71809,0.757295088566828,Other
ENSG00000232044,LINC01105,-1.63993721568698,0.3601106257203638,Other,,,,-1.75975,0.316068958543984,Other
ENSG00000096063,SRPK1,-1.64,0.3601106257203638,Other,-1.742758,0.320801437814522,Other,,,
ENSG00000174547,MRPL11,1.63931928083808,0.3603269275097089,Other,,,,,,
ENSG00000215908,CROCCP2,-1.63534504213145,0.3617729651841392,Other,,,,,,
ENSG00000188735,TMEM120B,1.63500740528972,0.3617729651841392,Other,,,,,,
ENSG00000170122,FOXD4,1.63452013957293,0.3617729651841392,Other,,,,,,
ENSG00000275613,ENSG00000275613,1.63444186834674,0.3617729651841392,Other,1.55287,0.392974910394265,Other,-1.0918,0.597310212998362,Other
ENSG00000165476,REEP3,1.63460171275396,0.3617729651841392,Other,,,,,,
ENSG00000167528,ZNF641,-1.63608915824633,0.3617729651841392,Other,-1.2824,0.520000943841435,Other,-1.12162,0.584066143497758,Other
ENSG00000265479,DTX2P1-UPK3BP1-PMS2P11,-1.6355336428065,0.3617729651841392,Other,,,,,,
ENSG00000146729,GBAS,1.63604576516486,0.3617729651841392,Other,,,,,,
ENSG00000132906,CASP9,-1.63693510040261,0.3617729651841392,Other,-0.775,0.724755810443707,Other,,,
ENSG00000122034,GTF3A,-1.63266698709929,0.3628515332517947,Other,,,,,,
ENSG00000258302,ENSG00000258302,-1.632,0.3631064041937836,Other,-0.59784,0.810510752688172,Other,,,
ENSG00000242086,LINC00969,1.63129755396806,0.3633879038064219,Other,0.94294,0.665534035087719,Other,0.8915,0.684550530687587,Other
ENSG00000170074,FAM153A,1.63050844783327,0.3637342535872675,Other,1.674,0.344133555703803,Other,1.51026,0.421510517799353,Other
ENSG00000163864,NMNAT3,-1.62954479788004,0.364211171024452,Other,,,,,,
ENSG00000110811,P3H3,-1.62810701496066,0.3649182090831886,Other,,,,,,
ENSG00000273409,ENSG00000273409,1.62794959872542,0.3649182090831886,Other,,,,,,
ENSG00000224316,GTF2IP5,-1.62739657234719,0.3650893086486384,Other,,,,-1.8143,0.297633548387097,Other
ENSG00000265566,RN7SL605P,-1.62650063747598,0.3653311940695439,Risk SNP,,,,,,
ENSG00000137601,NEK1,1.62642523568721,0.3653311940695439,Risk SNP,0.86248,0.694876184253512,Risk SNP,0.047466,0.989369930250581,Risk SNP
ENSG00000151725,CENPU,1.62574367624704,0.3655988509340103,Other,,,,2.856641,0.0574455555555556,Other
ENSG00000272556,GTF2IP13,-1.62432604847901,0.3661986811417658,Other,,,,,,
ENSG00000268049,ENSG00000268049,1.62429524327557,0.3661986811417658,Other,1.337439,0.494144422310757,Other,1.429852,0.456817567567568,Other
ENSG00000245694,CRNDE,-1.62383415419374,0.3663018475557814,Other,,,,,,
ENSG00000185585,OLFML2A,-1.62279545253296,0.3668379771997156,Other,,,,,,
ENSG00000197748,CFAP43,1.62028652977659,0.3684794018729384,Other,1.0737,0.611753154574133,Other,-1.97966,0.2444625,Other
ENSG00000228716,DHFR,1.61987846222137,0.3685432187540325,Other,1.2723,0.52270831376233,Other,1.8282,0.293706236323851,Other
