gene_id	tissue
ENSG00000162630.5	DLPFC
ENSG00000204683.10	DLPFC
ENSG00000117461.14	DLPFC
ENSG00000239605.8	DLPFC
ENSG00000204209.10	DLPFC
ENSG00000011600.11	DLPFC
ENSG00000213590.2	DLPFC
ENSG00000219607.3	DLPFC
ENSG00000280375.1	DLPFC
ENSG00000135404.11	DLPFC
ENSG00000224950.2	DLPFC
ENSG00000179348.11	DLPFC
ENSG00000249138.1	DLPFC
ENSG00000237976.1	DLPFC
ENSG00000279543.1	DLPFC
ENSG00000259644.1	DLPFC
ENSG00000196544.7	DLPFC
ENSG00000187735.12	DLPFC
ENSG00000099341.11	DLPFC
ENSG00000111249.13	DLPFC
ENSG00000224981.1	DLPFC
ENSG00000228097.1	DLPFC
ENSG00000236636.2	DLPFC
ENSG00000103495.13	DLPFC
ENSG00000143153.12	DLPFC
ENSG00000119866.20	DLPFC
ENSG00000198625.12	DLPFC
ENSG00000261512.2	DLPFC
ENSG00000081237.18	DLPFC
ENSG00000184986.10	DLPFC
ENSG00000235034.6	DLPFC
ENSG00000269939.1	DLPFC
ENSG00000072071.16	DLPFC
ENSG00000152969.17	DLPFC
ENSG00000274885.1	DLPFC
ENSG00000164463.12	DLPFC
ENSG00000127603.23	DLPFC
ENSG00000246334.2	DLPFC
ENSG00000108797.11	DLPFC
ENSG00000278941.1	DLPFC
ENSG00000088320.3	DLPFC
ENSG00000200312.1	DLPFC
ENSG00000256955.2	DLPFC
ENSG00000182983.14	DLPFC
ENSG00000110583.12	DLPFC
ENSG00000165219.21	DLPFC
ENSG00000273733.1	DLPFC
ENSG00000119335.16	DLPFC
ENSG00000281398.2	DLPFC
ENSG00000260614.1	DLPFC
ENSG00000075426.11	DLPFC
ENSG00000270240.2	DLPFC
ENSG00000070501.11	DLPFC
ENSG00000276148.1	DLPFC
ENSG00000148411.7	DLPFC
ENSG00000228427.1	DLPFC
ENSG00000150337.13	DLPFC
ENSG00000121879.3	DLPFC
ENSG00000251609.2	DLPFC
ENSG00000168172.8	DLPFC
ENSG00000067248.9	DLPFC
ENSG00000186188.10	DLPFC
ENSG00000144550.12	DLPFC
ENSG00000254363.6	DLPFC
ENSG00000130720.12	DLPFC
ENSG00000266094.7	DLPFC
ENSG00000280650.1	DLPFC
ENSG00000232499.2	DLPFC
ENSG00000256361.1	DLPFC
ENSG00000157350.12	DLPFC
ENSG00000088325.15	DLPFC
ENSG00000274021.1	DLPFC
ENSG00000155875.13	DLPFC
ENSG00000226904.1	DLPFC
ENSG00000167110.16	DLPFC
ENSG00000259017.1	DLPFC
ENSG00000152953.12	DLPFC
ENSG00000223723.1	DLPFC
ENSG00000170921.14	DLPFC
ENSG00000101972.18	DLPFC
ENSG00000174944.8	DLPFC
ENSG00000133640.18	DLPFC
ENSG00000019991.15	DLPFC
ENSG00000144840.8	DLPFC
ENSG00000280219.1	DLPFC
ENSG00000100991.11	DLPFC
ENSG00000188766.12	DLPFC
ENSG00000279946.1	DLPFC
ENSG00000105519.14	DLPFC
ENSG00000280035.1	DLPFC
ENSG00000136732.14	DLPFC
ENSG00000259628.1	DLPFC
ENSG00000185924.6	DLPFC
ENSG00000177519.3	DLPFC
ENSG00000178567.7	DLPFC
ENSG00000071189.21	DLPFC
ENSG00000137825.10	DLPFC
ENSG00000218823.1	DLPFC
ENSG00000161526.14	DLPFC
ENSG00000100393.11	DLPFC
ENSG00000136153.19	DLPFC
ENSG00000159023.19	DLPFC
ENSG00000100320.22	DLPFC
ENSG00000182631.6	DLPFC
ENSG00000181790.10	DLPFC
ENSG00000166831.8	DLPFC
ENSG00000204584.1	DLPFC
ENSG00000178965.13	DLPFC
ENSG00000239653.1	DLPFC
ENSG00000131503.20	DLPFC
ENSG00000124839.12	DLPFC
ENSG00000280213.1	DLPFC
ENSG00000272769.1	DLPFC
ENSG00000275734.1	DLPFC
ENSG00000100650.15	DLPFC
ENSG00000267221.2	DLPFC
ENSG00000236457.1	DLPFC
ENSG00000229656.6	DLPFC
ENSG00000257122.5	DLPFC
ENSG00000140557.11	DLPFC
ENSG00000237711.1	DLPFC
ENSG00000166477.12	DLPFC
ENSG00000183615.5	DLPFC
ENSG00000077782.19	DLPFC
ENSG00000274211.4	DLPFC
ENSG00000183873.15	DLPFC
ENSG00000185721.11	DLPFC
ENSG00000236535.1	DLPFC
ENSG00000146858.7	DLPFC
ENSG00000164953.15	DLPFC
ENSG00000185834.10	DLPFC
ENSG00000181544.13	DLPFC
ENSG00000139865.16	DLPFC
ENSG00000067225.17	DLPFC
ENSG00000184677.16	DLPFC
ENSG00000116584.17	DLPFC
ENSG00000154832.14	DLPFC
ENSG00000249206.2	DLPFC
ENSG00000253457.2	DLPFC
ENSG00000235018.1	DLPFC
ENSG00000180304.14	DLPFC
ENSG00000173889.15	DLPFC
ENSG00000157827.19	DLPFC
ENSG00000170537.12	DLPFC
ENSG00000175267.14	DLPFC
ENSG00000008441.16	DLPFC
ENSG00000283128.1	DLPFC
ENSG00000230077.1	DLPFC
ENSG00000233844.1	DLPFC
ENSG00000134371.10	DLPFC
ENSG00000138668.18	DLPFC
ENSG00000272356.1	DLPFC
ENSG00000119616.11	DLPFC
ENSG00000282692.1	DLPFC
ENSG00000197445.2	DLPFC
ENSG00000214160.9	DLPFC
ENSG00000082458.11	DLPFC
ENSG00000213741.8	DLPFC
ENSG00000254013.1	DLPFC
ENSG00000149599.15	DLPFC
ENSG00000163141.18	DLPFC
ENSG00000185361.8	DLPFC
ENSG00000233924.1	DLPFC
ENSG00000130287.13	DLPFC
ENSG00000058673.15	DLPFC
ENSG00000073111.13	DLPFC
ENSG00000244693.1	DLPFC
ENSG00000262228.2	DLPFC
ENSG00000158816.15	DLPFC
ENSG00000169223.14	DLPFC
ENSG00000167106.11	DLPFC
ENSG00000269967.1	DLPFC
ENSG00000167733.13	DLPFC
ENSG00000113083.12	DLPFC
ENSG00000271147.7	DLPFC
ENSG00000138834.12	DLPFC
ENSG00000103089.8	DLPFC
ENSG00000254966.1	DLPFC
ENSG00000186575.17	DLPFC
ENSG00000143921.6	DLPFC
ENSG00000282989.1	DLPFC
ENSG00000253144.1	DLPFC
ENSG00000183401.11	DLPFC
ENSG00000272056.1	DLPFC
ENSG00000264513.1	DLPFC
ENSG00000166398.12	DLPFC
ENSG00000231992.1	DLPFC
ENSG00000170759.10	DLPFC
ENSG00000224155.2	DLPFC
ENSG00000230457.3	DLPFC
ENSG00000264569.1	DLPFC
ENSG00000174842.16	DLPFC
ENSG00000143977.13	DLPFC
ENSG00000136267.13	DLPFC
ENSG00000115232.13	DLPFC
ENSG00000243033.2	DLPFC
ENSG00000108840.15	DLPFC
ENSG00000171135.13	DLPFC
ENSG00000254510.1	DLPFC
ENSG00000144848.10	DLPFC
ENSG00000171462.14	DLPFC
ENSG00000242798.1	DLPFC
ENSG00000112379.8	DLPFC
ENSG00000126249.7	DLPFC
ENSG00000108773.10	DLPFC
ENSG00000126010.5	DLPFC
ENSG00000158301.18	DLPFC
ENSG00000228679.1	DLPFC
ENSG00000065057.7	DLPFC
ENSG00000149289.10	DLPFC
ENSG00000266896.1	DLPFC
ENSG00000173898.11	DLPFC
ENSG00000254051.1	DLPFC
ENSG00000181788.3	DLPFC
ENSG00000180329.13	DLPFC
ENSG00000276058.1	DLPFC
ENSG00000167114.12	DLPFC
ENSG00000214369.2	DLPFC
ENSG00000224349.2	DLPFC
ENSG00000164794.8	DLPFC
ENSG00000162924.13	DLPFC
ENSG00000198517.9	DLPFC
ENSG00000185347.17	DLPFC
ENSG00000169951.9	DLPFC
ENSG00000106723.16	DLPFC
ENSG00000258861.1	DLPFC
ENSG00000255256.1	DLPFC
ENSG00000013364.18	DLPFC
ENSG00000236494.1	DLPFC
ENSG00000114779.19	DLPFC
ENSG00000117152.13	DLPFC
ENSG00000037897.16	DLPFC
ENSG00000189046.10	DLPFC
ENSG00000123338.12	DLPFC
ENSG00000112541.13	DLPFC
ENSG00000259543.1	DLPFC
ENSG00000239264.8	DLPFC
ENSG00000224222.1	DLPFC
ENSG00000117472.9	DLPFC
ENSG00000229000.1	DLPFC
ENSG00000185009.12	DLPFC
ENSG00000279476.1	DLPFC
ENSG00000225986.1	DLPFC
ENSG00000072201.13	DLPFC
ENSG00000146592.16	DLPFC
ENSG00000143772.9	DLPFC
ENSG00000080298.15	DLPFC
ENSG00000189280.3	DLPFC
ENSG00000226045.1	DLPFC
ENSG00000277954.1	DLPFC
ENSG00000100711.13	DLPFC
ENSG00000067955.13	DLPFC
ENSG00000228502.1	DLPFC
ENSG00000254999.3	DLPFC
ENSG00000170191.4	DLPFC
ENSG00000132323.8	DLPFC
ENSG00000235518.2	DLPFC
ENSG00000246283.2	DLPFC
ENSG00000167716.18	DLPFC
ENSG00000100982.11	DLPFC
ENSG00000126464.13	DLPFC
ENSG00000102302.7	DLPFC
ENSG00000257894.2	DLPFC
ENSG00000132466.17	DLPFC
ENSG00000104221.12	DLPFC
ENSG00000108094.14	DLPFC
ENSG00000085872.14	DLPFC
ENSG00000241506.1	DLPFC
ENSG00000147257.13	DLPFC
ENSG00000230398.1	DLPFC
ENSG00000111432.4	DLPFC
ENSG00000164330.16	DLPFC
ENSG00000122566.20	DLPFC
ENSG00000164163.10	DLPFC
ENSG00000277589.1	DLPFC
ENSG00000236914.3	DLPFC
ENSG00000069399.13	DLPFC
ENSG00000198774.4	DLPFC
ENSG00000273851.1	DLPFC
ENSG00000224728.1	DLPFC
ENSG00000236711.2	DLPFC
ENSG00000265798.6	DLPFC
ENSG00000281883.1	DLPFC
ENSG00000115661.13	DLPFC
ENSG00000173065.13	DLPFC
ENSG00000185811.16	DLPFC
ENSG00000185085.2	DLPFC
ENSG00000269881.1	DLPFC
ENSG00000235552.4	DLPFC
ENSG00000241218.1	DLPFC
ENSG00000141753.6	DLPFC
ENSG00000135439.11	DLPFC
ENSG00000112182.14	DLPFC
ENSG00000240534.1	DLPFC
ENSG00000122254.6	DLPFC
ENSG00000228540.1	DLPFC
ENSG00000036054.12	DLPFC
ENSG00000248714.6	DLPFC
ENSG00000267890.1	DLPFC
ENSG00000241007.1	DLPFC
ENSG00000105401.7	DLPFC
ENSG00000250280.2	DLPFC
ENSG00000168546.10	DLPFC
ENSG00000164690.7	DLPFC
ENSG00000213801.4	DLPFC
ENSG00000105726.16	DLPFC
ENSG00000165282.13	DLPFC
ENSG00000076321.10	DLPFC
ENSG00000140795.12	DLPFC
ENSG00000273368.1	DLPFC
ENSG00000160404.17	DLPFC
ENSG00000138081.20	DLPFC
ENSG00000218283.2	DLPFC
ENSG00000144834.13	DLPFC
ENSG00000136715.17	DLPFC
ENSG00000120519.14	DLPFC
ENSG00000167257.10	DLPFC
ENSG00000279841.1	DLPFC
ENSG00000103313.12	DLPFC
ENSG00000170312.15	DLPFC
ENSG00000102001.12	DLPFC
ENSG00000225224.1	DLPFC
ENSG00000179813.6	DLPFC
ENSG00000143341.11	DLPFC
ENSG00000173638.18	DLPFC
ENSG00000181191.11	DLPFC
ENSG00000204410.14	DLPFC
ENSG00000135540.11	DLPFC
ENSG00000115170.13	DLPFC
ENSG00000244513.6	DLPFC
ENSG00000255608.1	DLPFC
ENSG00000271155.1	DLPFC
ENSG00000213658.10	DLPFC
ENSG00000267713.1	DLPFC
ENSG00000168488.18	DLPFC
ENSG00000129009.12	DLPFC
ENSG00000233579.1	DLPFC
ENSG00000139718.10	DLPFC
ENSG00000103647.12	DLPFC
ENSG00000256031.1	DLPFC
ENSG00000256293.2	DLPFC
ENSG00000272716.1	DLPFC
ENSG00000101928.12	DLPFC
ENSG00000130816.14	DLPFC
ENSG00000125386.15	DLPFC
ENSG00000112232.8	DLPFC
ENSG00000139970.16	DLPFC
ENSG00000168081.8	DLPFC
ENSG00000250765.6	DLPFC
ENSG00000158089.14	DLPFC
ENSG00000280167.1	DLPFC
ENSG00000267263.1	DLPFC
ENSG00000102901.12	DLPFC
ENSG00000249936.3	DLPFC
ENSG00000133124.11	DLPFC
ENSG00000144233.9	DLPFC
ENSG00000151882.11	DLPFC
ENSG00000145431.10	DLPFC
ENSG00000176973.7	DLPFC
ENSG00000265254.1	DLPFC
ENSG00000090776.5	DLPFC
ENSG00000166603.4	DLPFC
ENSG00000254897.1	DLPFC
ENSG00000253357.1	DLPFC
ENSG00000260038.1	DLPFC
ENSG00000167972.13	DLPFC
ENSG00000279805.1	DLPFC
ENSG00000010244.17	DLPFC
ENSG00000174607.10	DLPFC
ENSG00000189184.11	DLPFC
ENSG00000122884.12	DLPFC
ENSG00000147799.11	DLPFC
ENSG00000243759.1	DLPFC
ENSG00000231407.5	DLPFC
ENSG00000165802.20	DLPFC
ENSG00000184205.14	DLPFC
ENSG00000145293.15	DLPFC
ENSG00000161638.10	DLPFC
ENSG00000174469.18	DLPFC
ENSG00000006704.10	DLPFC
ENSG00000229589.1	DLPFC
ENSG00000264635.1	DLPFC
ENSG00000131771.13	DLPFC
ENSG00000198252.11	DLPFC
ENSG00000261302.5	DLPFC
ENSG00000214067.2	DLPFC
ENSG00000269444.1	DLPFC
ENSG00000102879.15	DLPFC
ENSG00000147669.10	DLPFC
ENSG00000262222.1	DLPFC
ENSG00000256085.1	DLPFC
ENSG00000105219.8	DLPFC
ENSG00000155961.4	DLPFC
ENSG00000278925.1	DLPFC
ENSG00000166266.13	DLPFC
ENSG00000220472.1	DLPFC
ENSG00000279980.1	DLPFC
ENSG00000274267.1	DLPFC
ENSG00000280033.1	DLPFC
ENSG00000176871.8	DLPFC
ENSG00000106588.10	DLPFC
ENSG00000164744.12	DLPFC
ENSG00000105695.14	DLPFC
ENSG00000234062.7	DLPFC
ENSG00000159055.3	DLPFC
ENSG00000109184.14	DLPFC
ENSG00000237649.7	DLPFC
ENSG00000260903.2	DLPFC
ENSG00000186827.10	DLPFC
ENSG00000107372.12	DLPFC
ENSG00000171532.4	DLPFC
ENSG00000067715.13	DLPFC
ENSG00000174059.16	DLPFC
ENSG00000231333.2	DLPFC
ENSG00000225335.3	DLPFC
ENSG00000132522.15	DLPFC
ENSG00000152484.13	DLPFC
ENSG00000163344.5	DLPFC
ENSG00000256064.1	DLPFC
ENSG00000279721.1	DLPFC
ENSG00000214093.3	DLPFC
ENSG00000279099.1	DLPFC
ENSG00000257167.2	DLPFC
ENSG00000281969.1	DLPFC
ENSG00000174132.8	DLPFC
ENSG00000257839.1	DLPFC
ENSG00000247033.1	DLPFC
ENSG00000184500.14	DLPFC
ENSG00000135723.13	DLPFC
ENSG00000102158.19	DLPFC
ENSG00000253352.8	DLPFC
ENSG00000166908.17	DLPFC
ENSG00000187098.14	DLPFC
ENSG00000272944.1	DLPFC
ENSG00000205670.10	DLPFC
ENSG00000243789.10	DLPFC
ENSG00000261526.2	DLPFC
ENSG00000107223.12	DLPFC
ENSG00000163376.11	DLPFC
ENSG00000172531.14	DLPFC
ENSG00000186010.18	DLPFC
ENSG00000185900.9	DLPFC
ENSG00000276023.4	DLPFC
ENSG00000265313.5	DLPFC
ENSG00000235711.4	DLPFC
ENSG00000152601.17	DLPFC
ENSG00000279702.1	DLPFC
ENSG00000253868.3	DLPFC
ENSG00000223653.5	DLPFC
ENSG00000225855.6	DLPFC
ENSG00000256234.1	DLPFC
ENSG00000155090.14	DLPFC
ENSG00000110955.8	DLPFC
ENSG00000272518.1	DLPFC
ENSG00000119396.10	DLPFC
ENSG00000104976.11	DLPFC
ENSG00000266934.1	DLPFC
ENSG00000186076.5	DLPFC
ENSG00000234685.1	DLPFC
ENSG00000161405.16	DLPFC
ENSG00000181773.6	DLPFC
ENSG00000278768.1	DLPFC
ENSG00000163659.12	DLPFC
ENSG00000134297.6	DLPFC
ENSG00000279877.1	DLPFC
ENSG00000258419.1	DLPFC
ENSG00000171148.13	DLPFC
ENSG00000072849.10	DLPFC
ENSG00000272100.1	DLPFC
ENSG00000102316.16	DLPFC
ENSG00000168386.18	DLPFC
ENSG00000186318.16	DLPFC
ENSG00000179627.9	DLPFC
ENSG00000260001.6	DLPFC
ENSG00000258947.6	DLPFC
ENSG00000169562.9	DLPFC
ENSG00000171603.16	DLPFC
ENSG00000164327.12	DLPFC
ENSG00000171222.10	DLPFC
ENSG00000175741.5	DLPFC
ENSG00000226284.1	DLPFC
ENSG00000119042.16	DLPFC
ENSG00000272980.4	DLPFC
ENSG00000198356.11	DLPFC
ENSG00000090061.17	DLPFC
ENSG00000272301.1	DLPFC
ENSG00000149257.13	DLPFC
ENSG00000168685.14	DLPFC
ENSG00000143393.16	DLPFC
ENSG00000258472.8	DLPFC
ENSG00000182318.5	DLPFC
ENSG00000125844.15	DLPFC
ENSG00000261655.1	DLPFC
ENSG00000272157.1	DLPFC
ENSG00000013441.15	DLPFC
ENSG00000105851.10	DLPFC
ENSG00000264522.5	DLPFC
ENSG00000224592.5	DLPFC
ENSG00000080822.16	DLPFC
ENSG00000114480.12	DLPFC
ENSG00000276115.1	DLPFC
ENSG00000149926.13	DLPFC
ENSG00000217555.12	DLPFC
ENSG00000278668.1	DLPFC
ENSG00000158373.8	DLPFC
ENSG00000140320.11	DLPFC
ENSG00000116698.20	DLPFC
ENSG00000276180.1	DLPFC
ENSG00000245849.6	DLPFC
ENSG00000008256.15	DLPFC
ENSG00000116213.15	DLPFC
ENSG00000181744.8	DLPFC
ENSG00000213380.14	DLPFC
ENSG00000215014.4	DLPFC
ENSG00000185737.12	DLPFC
ENSG00000138435.15	DLPFC
ENSG00000144554.10	DLPFC
ENSG00000106328.9	DLPFC
ENSG00000171241.8	DLPFC
ENSG00000170365.9	DLPFC
ENSG00000120509.10	DLPFC
ENSG00000241596.1	DLPFC
ENSG00000122565.18	DLPFC
ENSG00000168830.7	DLPFC
ENSG00000144228.8	DLPFC
ENSG00000259623.1	DLPFC
ENSG00000104983.8	DLPFC
ENSG00000227331.1	DLPFC
ENSG00000118454.12	DLPFC
ENSG00000121741.16	DLPFC
ENSG00000119596.17	DLPFC
ENSG00000153815.16	DLPFC
ENSG00000196205.8	DLPFC
ENSG00000123136.14	DLPFC
ENSG00000259366.1	DLPFC
ENSG00000223935.1	DLPFC
ENSG00000198691.11	DLPFC
ENSG00000163818.16	DLPFC
ENSG00000225663.7	DLPFC
ENSG00000168612.4	DLPFC
ENSG00000128298.16	DLPFC
ENSG00000228288.6	DLPFC
ENSG00000274105.1	DLPFC
ENSG00000179456.10	DLPFC
ENSG00000272832.1	Hippocampus
ENSG00000258375.2	Hippocampus
ENSG00000158458.19	Hippocampus
ENSG00000231272.1	Hippocampus
ENSG00000255178.1	Hippocampus
ENSG00000197448.13	Hippocampus
ENSG00000025800.13	Hippocampus
ENSG00000176884.14	Hippocampus
ENSG00000279611.1	Hippocampus
ENSG00000120992.17	Hippocampus
ENSG00000130224.14	Hippocampus
ENSG00000166526.16	Hippocampus
ENSG00000185668.7	Hippocampus
ENSG00000237133.1	Hippocampus
ENSG00000162599.15	Hippocampus
ENSG00000078053.16	Hippocampus
ENSG00000170579.15	Hippocampus
ENSG00000116455.13	Hippocampus
ENSG00000114013.15	Hippocampus
ENSG00000159409.14	Hippocampus
ENSG00000188803.14	Hippocampus
ENSG00000241741.1	Hippocampus
ENSG00000261054.1	Hippocampus
ENSG00000278900.1	Hippocampus
ENSG00000188011.5	Hippocampus
ENSG00000133131.14	Hippocampus
ENSG00000111644.7	Hippocampus
ENSG00000163159.11	Hippocampus
ENSG00000127837.9	Hippocampus
ENSG00000230001.1	Hippocampus
ENSG00000175073.7	Hippocampus
